text,label
سعد الحريري من يوم يومه يخدم الناس سعد الحريري رجل الاعتدال والانسانية والكرامة لو لا سعد الحريري لكان… ,normal
ليكو بيكتب عربي هايدا شو اسمو ايه والله لك ليخرب عقل لشو بدك فيما تقلع على حالك و خليك باليت ,normal
"يألله ابدأ لشوف يا بطل نبيه بري، سعد الحريري، حسن نصرالله، أمين الجميل، جبران باسيل، نقولا فتوش، ولي…",normal
هي وقفت على زعابيط التويتر في زعابيط عملوهم وزراء ونواب,normal
والبلطجي جبران باسيل المال لمعه حلال ولله حراميا شيخة,abusive
صح للحقد ولا البغض راح يوصلوا لنتيجة يا ريت بيستحي على كبروا عيب بالنهاية اهلا وسهلا ب… ,normal
قبل ما تقترح شوف نفسك على المرايا ,normal
انت حقآ وقح عاهرة تحاضر بالعفة ,abusive
جبران باسيل لان فيه نشم رائحة الغيرة والحماس لكرامة لبنان,normal
وهاب غياب سوريا عن القمة العربية افقدها اهميتها ,normal
نحنا جماعه ديلفيري م منفهم نترجم كلام المثقفين امثال جبران باسيل اوك,normal
"عم تحلم،،، ",normal
نتمنى انك تخرس خالص  ,abusive
عم يتسابقو بتحريف و بقلب حقايق مقابلة جبران باسيل يلي واضحة متل عين شمس متل ما وطنيتو واضحة متل عين الشمس و إبداعو و فخرو بل…,normal
بسيطة هلق بيفقعون خطاب كلو مشاعر وشوية طائفية بيمشي الحال وبتروح الريحة,normal
"مين قدر يوصّل رسالة وجوب مشاركة سوريا بالقمة العربية وعدم مقاطعتها بطريقة افضل، نبيه بري ام جبران باسيل؟ الاول استعمل البل…",normal
فلوس قطر مهمتها السيطره على الحيوانات والبهايم وفي الاخير يشتغلو في القواده هذه نهاية كل شخص يدخل او يهتم بقطر ,hate
"اللي ما فهم بعد إنو الأخبار اللي عم تطلع كل يوم ع جبران باسيل هيي تلفيقات أقل ما يقال عنّا تافهة ، بيكون ساذج بأقل…",normal
كم تعداد الجيش الاردني؟,normal
"من اعطاك مفتاح بيروت حتى تمنع من تريد ،وتستقبل من تريد بيروت عاصمة مشرعة الابواب ",normal
ما فهمت من المخطئ ,normal
صدق الوئام لأن الكتلة السياسية التي تقود اليوم قاطرة العهر السياسي لم تتوانى في هتك المسلّمات وتجاوز ك… ,abusive
أنت أكيد بتشبه وليد جان بولاد ,normal
سيرى الناس كيف سيزحف كل من أساء لسوريا وحلفاء سوريا للأعتذار نادمين خانعين ,normal
ما ابيخك ولوووووووه ,abusive
ما بيستقو الا على لضعاف ,normal
إزا مانك قد الخبز والملح روح كول هوا مع أمثالك ياغالي,abusive
جبران باسيل ل كارولين صرنا معودين على الخوزئة قبل امير قطر فيه كارلوس سليم اغنى رجل بالعالم مسحنا صب…,abusive
انت بوق ايراني مجوسي رخيص سعرك كلفول السوداني,hate
يجب ان تعمم على كافة وظائف الدولة ,normal
صدام بالكندرة خلاه يأسلم 😂,abusive
والله العظيم انا مش فهمان ولا كلمه قالها وهاب حدا بس يترجملي ,normal
وقاتلة كمال جنبلاط وقاتلة الحريري وجبران التويني وسمير قصير وسليم اللوزي والشيخ حسن خالد وكتار من الاحرار في بل… ,normal
ديما اكتر شخص مستفز عا تي في هوا الحريه,normal
شو يلي بيضه؟ العرب مو بيض,normal
الله ينصر المسلمين والعرب من داعم الارهاب المجرم تميم ,abusive
مي شيدياق ناحسة سما هالحكومة يا جماعة غيروها بركي بيمشي الحال,hate
بدنا نيزك او شي قنبلة هيدروجينية ,normal
هيدا انسان تافه وكاذب كل هدف المقال القواص على جبران باسيل,abusive
"خليك عم تجرب تفتن، هيدة شغلتك ",abusive
من أهم الإشارات في حديث السيد نصر الله ذكر وثائق وكيليكس بالنسبة للثقة بالرئيس عون والوزير جبران باسيل,normal
"بعد تأكيده أن لا خلاف إيديولوجي مع اسرائيل، وزير خارجية العهد القوي جبران باسيل يؤكّد في مقابلة مع قناة سيإنإن أن أمن…",normal
"هدا الشعب اللي طرد الاسرائيلي ، لازم يصحى يوم ويطرد أصحاب المواكب ، لبنان كان درة المنطقة ، مو حرام… ",normal
كول هوا يامهجن ياخلية نحل قذرة منتشرين من حر ماتونسون,abusive
وزير الخارجية اللبناني جبران باسيل يبعتلو حمى يقول عمدة قرية شرق سلوى كسر الحصار على قريته بحضور القمة,abusive
شكرا معالي وزير العدل ,normal
هيك بتزعل عمك السيء نصر الله وعمتكن كلكن شريفة إيران أنت وتميم وأبو صواويخ تحت سيادة إيران وكلكم أل… ,hate
منيح تعلمت شي منيح من الفرس الصبر ,normal
من رفع الدعوى ؟ وأيّ الجوابين أفصح وأتمّ قولا ,normal
كول هوا  مك على ام فالفيردي,abusive
التنين نفس الخريه      ,abusive
معك حق اخي ولكن هو من اتى بهم ,normal
روح انقبر ضب حالك ,abusive
هههههه أعصابك يا هبيلة,abusive
ولي انتي قوات انتي مش مع المناصفة ؟ لكن سكري هالدكانة بمعراب ونزلي التحقي بالحزب ال… ,normal
باسيل لإعادة النازحين ودعم قطري للبنان باسيل يبحث لحل عقدة تشكيل الحكومة,normal
لا تخربوا أوطانكم كما فعل العرب,normal
لو بدا تتاجر كانت من أول يوم أعلنت مرضها بس يا سيد لي كشف أنو مريضة هوي المركز لي تعالجت فيه من بعد شفائها ورجعت هيي أعلنت هلق إذا هيي ضد توجهاتك السياسية مش ضروري تكون رخيصة هيي إمرأة إرادتها قوية وبحقلا متلا متل,normal
طيب نحكي منطق معقول الشيخ نعيم حسن يقول على الملأ نؤيد سياسة وليد جنبلاط؟ معقول يعملوا إجتماع من لون… ,normal
يا استاذ وئام اتحدث معك من السويداء ونحن نقف معك ونشد من ازرك ولكن يبدو ان الشيطان الاكبر يقبع بالمختارة ,abusive
ئوبة كلاب خربوها وقعدوا على تلتها,hate
دولة رائس حكومي في ولد ما اله كلمة ,normal
اسأل سيدك حسن نصر الله كم قبض من قطر لبناء الجنوب لن تكون اكثر من عبد ,abusive
"إذا كنت تؤيد سياسة جبران باسيل أو تعارضها، إلا أنه لا يمكن لأي لبناني وطني أن يعترض على عبارة واحدة ممّا جاء في كل…",normal
نريد وطن ولاء شعبه وحكامه ومسؤوليه للوطن نريد وطن يعيد لابنائه امواله المنهوبة انا لتشريع قانون استعادة الاموال المنهوبة ,normal
عثمان يحمي الفاسدين في قوى الامن مما يجعله شريكهم ,normal
عفوا أنت مخطئ الموضوع عنزة ولو طارت المواد الإعلامية التي تستعمل لإبراز موقفا ما مش لازم ت… ,normal
مايحتاج ارد عليك يكفي ردود احلى وأطيب وارقى شعب لبنان دوم في قلب كل قطر  ربي يحفظكم ياهل لبن… ,normal
وانت اول عاهرة عاهرة بشار الأسد ,abusive
سوال وجيه ,normal
كلو مستفيد طبيعي يتم عدم المبالاة ,normal
سبحان الله وين ما بروح بياخد الخراب معو شو هالبومة هيدا ولك شو هالغراب انشالله يهرب عالسفارة و يبعتوا عاسرائيل يستلم وزار…,abusive
